Data,Hospital,Acronim,Grup_Edat,Genere,Infeccions,Risc_Contagi_Calc
2025-01-14,Hospital Josep Trueta,HJT,0-14,Home,0,0.22
2025-01-14,Hospital Josep Trueta,HJT,15-44,Dona,1,0.22
2025-01-14,Hospital Josep Trueta,HJT,15-44,Home,0,0.22
2025-01-14,Hospital Josep Trueta,HJT,45-64,Dona,2,0.22
2025-01-14,Hospital Josep Trueta,HJT,45-64,Home,1,0.22
2025-01-14,Hospital Josep Trueta,HJT,65+,Dona,3,0.22
2025-01-14,Hospital Josep Trueta,HJT,65+,Home,2,0.22
2025-01-15,Hospital Vall d'Hebron,HVD,0-14,Dona,2,14.52
2025-01-15,Hospital Vall d'Hebron,HVD,0-14,Home,1,14.52
2025-01-15,Hospital Vall d'Hebron,HVD,15-44,Dona,1,14.52
2025-01-15,Hospital Vall d'Hebron,HVD,15-44,Home,3,14.52
2025-01-15,Hospital Vall d'Hebron,HVD,45-64,Dona,5,14.52
2025-01-15,Hospital Vall d'Hebron,HVD,45-64,Home,4,14.52
2025-01-15,Hospital Vall d'Hebron,HVD,65+,Dona,10,14.52
2025-01-15,Hospital Vall d'Hebron,HVD,65+,Home,10,14.52
2025-01-15,Hospital Clínic,HC,0-14,Dona,1,19.6
2025-01-15,Hospital Clínic,HC,0-14,Home,4,19.6
2025-01-15,Hospital Clínic,HC,15-44,Dona,7,19.6
2025-01-15,Hospital Clínic,HC,15-44,Home,5,19.6
2025-01-15,Hospital Clínic,HC,45-64,Dona,7,19.6
2025-01-15,Hospital Clínic,HC,45-64,Home,4,19.6
2025-01-15,Hospital Clínic,HC,65+,Dona,8,19.6
2025-01-15,Hospital Clínic,HC,65+,Home,12,19.6
2025-01-15,Hospital Sant Pau,HSP,0-14,Dona,0,18.46
2025-01-15,Hospital Sant Pau,HSP,0-14,Home,2,18.46
2025-01-15,Hospital Sant Pau,HSP,15-44,Dona,5,18.46
2025-01-15,Hospital Sant Pau,HSP,15-44,Home,4,18.46
2025-01-15,Hospital Sant Pau,HSP,45-64,Dona,1,18.46
2025-01-15,Hospital Sant Pau,HSP,45-64,Home,2,18.46
2025-01-15,Hospital Sant Pau,HSP,65+,Dona,10,18.46
2025-01-15,Hospital Sant Pau,HSP,65+,Home,1,18.46
2025-01-15,Hospital Bellvitge,HB,0-14,Dona,0,12.13
2025-01-15,Hospital Bellvitge,HB,0-14,Home,0,12.13
2025-01-15,Hospital Bellvitge,HB,15-44,Dona,3,12.13
2025-01-15,Hospital Bellvitge,HB,15-44,Home,1,12.13
2025-01-15,Hospital Bellvitge,HB,45-64,Dona,3,12.13
2025-01-15,Hospital Bellvitge,HB,45-64,Home,4,12.13
2025-01-15,Hospital Bellvitge,HB,65+,Dona,4,12.13
2025-01-15,Hospital Bellvitge,HB,65+,Home,3,12.13
2025-01-15,Hospital Can Ruti,HCR,0-14,Dona,1,5.56
2025-01-15,Hospital Can Ruti,HCR,0-14,Home,4,5.56
2025-01-15,Hospital Can Ruti,HCR,15-44,Dona,1,5.56
2025-01-15,Hospital Can Ruti,HCR,15-44,Home,2,5.56
2025-01-15,Hospital Can Ruti,HCR,45-64,Dona,4,5.56
2025-01-15,Hospital Can Ruti,HCR,45-64,Home,4,5.56
2025-01-15,Hospital Can Ruti,HCR,65+,Dona,4,5.56
2025-01-15,Hospital Can Ruti,HCR,65+,Home,3,5.56
2025-01-15,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,1.78
2025-01-15,Hospital Arnau de Vilanova,HAV,0-14,Home,1,1.78
2025-01-15,Hospital Arnau de Vilanova,HAV,15-44,Dona,0,1.78
2025-01-15,Hospital Arnau de Vilanova,HAV,15-44,Home,1,1.78
2025-01-15,Hospital Arnau de Vilanova,HAV,45-64,Dona,2,1.78
2025-01-15,Hospital Arnau de Vilanova,HAV,45-64,Home,1,1.78
2025-01-15,Hospital Arnau de Vilanova,HAV,65+,Dona,9,1.78
2025-01-15,Hospital Arnau de Vilanova,HAV,65+,Home,4,1.78
2025-01-15,Hospital Josep Trueta,HJT,0-14,Dona,1,0.4
2025-01-15,Hospital Josep Trueta,HJT,0-14,Home,0,0.4
2025-01-15,Hospital Josep Trueta,HJT,15-44,Dona,2,0.4
2025-01-15,Hospital Josep Trueta,HJT,15-44,Home,1,0.4
2025-01-15,Hospital Josep Trueta,HJT,45-64,Dona,1,0.4
2025-01-15,Hospital Josep Trueta,HJT,45-64,Home,3,0.4
2025-01-15,Hospital Josep Trueta,HJT,65+,Dona,1,0.4
2025-01-15,Hospital Josep Trueta,HJT,65+,Home,4,0.4
2025-01-16,Hospital Vall d'Hebron,HVD,0-14,Dona,0,12.13
2025-01-16,Hospital Vall d'Hebron,HVD,0-14,Home,4,12.13
2025-01-16,Hospital Vall d'Hebron,HVD,15-44,Dona,5,12.13
2025-01-16,Hospital Vall d'Hebron,HVD,15-44,Home,7,12.13
2025-01-16,Hospital Vall d'Hebron,HVD,45-64,Dona,6,12.13
2025-01-16,Hospital Vall d'Hebron,HVD,45-64,Home,1,12.13
2025-01-16,Hospital Vall d'Hebron,HVD,65+,Dona,6,12.13
2025-01-16,Hospital Vall d'Hebron,HVD,65+,Home,5,12.13
2025-01-16,Hospital Clínic,HC,0-14,Dona,0,18.46
2025-01-16,Hospital Clínic,HC,0-14,Home,1,18.46
2025-01-16,Hospital Clínic,HC,15-44,Dona,4,18.46
2025-01-16,Hospital Clínic,HC,15-44,Home,2,18.46
2025-01-16,Hospital Clínic,HC,45-64,Dona,13,18.46
2025-01-16,Hospital Clínic,HC,45-64,Home,7,18.46
2025-01-16,Hospital Clínic,HC,65+,Dona,7,18.46
2025-01-16,Hospital Clínic,HC,65+,Home,4,18.46
2025-01-16,Hospital Sant Pau,HSP,0-14,Dona,0,19.6
2025-01-16,Hospital Sant Pau,HSP,0-14,Home,2,19.6
2025-01-16,Hospital Sant Pau,HSP,15-44,Dona,4,19.6
2025-01-16,Hospital Sant Pau,HSP,15-44,Home,4,19.6
2025-01-16,Hospital Sant Pau,HSP,45-64,Dona,2,19.6
2025-01-16,Hospital Sant Pau,HSP,45-64,Home,4,19.6
2025-01-16,Hospital Sant Pau,HSP,65+,Dona,8,19.6
2025-01-16,Hospital Sant Pau,HSP,65+,Home,0,19.6
2025-01-16,Hospital Bellvitge,HB,0-14,Dona,0,14.52
2025-01-16,Hospital Bellvitge,HB,0-14,Home,1,14.52
2025-01-16,Hospital Bellvitge,HB,15-44,Dona,6,14.52
2025-01-16,Hospital Bellvitge,HB,15-44,Home,1,14.52
2025-01-16,Hospital Bellvitge,HB,45-64,Dona,6,14.52
2025-01-16,Hospital Bellvitge,HB,45-64,Home,3,14.52
2025-01-16,Hospital Bellvitge,HB,65+,Dona,5,14.52
2025-01-16,Hospital Bellvitge,HB,65+,Home,5,14.52
2025-01-16,Hospital Can Ruti,HCR,0-14,Dona,3,7.51
2025-01-16,Hospital Can Ruti,HCR,0-14,Home,0,7.51
2025-01-16,Hospital Can Ruti,HCR,15-44,Dona,3,7.51
2025-01-16,Hospital Can Ruti,HCR,15-44,Home,4,7.51
2025-01-16,Hospital Can Ruti,HCR,45-64,Dona,3,7.51
2025-01-16,Hospital Can Ruti,HCR,45-64,Home,4,7.51
2025-01-16,Hospital Can Ruti,HCR,65+,Dona,4,7.51
2025-01-16,Hospital Can Ruti,HCR,65+,Home,2,7.51
2025-01-16,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,2.71
2025-01-16,Hospital Arnau de Vilanova,HAV,0-14,Home,0,2.71
2025-01-16,Hospital Arnau de Vilanova,HAV,15-44,Dona,2,2.71
2025-01-16,Hospital Arnau de Vilanova,HAV,15-44,Home,0,2.71
2025-01-16,Hospital Arnau de Vilanova,HAV,45-64,Dona,1,2.71
2025-01-16,Hospital Arnau de Vilanova,HAV,45-64,Home,1,2.71
2025-01-16,Hospital Arnau de Vilanova,HAV,65+,Dona,3,2.71
2025-01-16,Hospital Arnau de Vilanova,HAV,65+,Home,2,2.71
2025-01-16,Hospital Josep Trueta,HJT,0-14,Dona,3,0.68
2025-01-16,Hospital Josep Trueta,HJT,0-14,Home,0,0.68
2025-01-16,Hospital Josep Trueta,HJT,15-44,Dona,2,0.68
2025-01-16,Hospital Josep Trueta,HJT,15-44,Home,1,0.68
2025-01-16,Hospital Josep Trueta,HJT,45-64,Dona,4,0.68
2025-01-16,Hospital Josep Trueta,HJT,45-64,Home,0,0.68
2025-01-16,Hospital Josep Trueta,HJT,65+,Dona,6,0.68
2025-01-16,Hospital Josep Trueta,HJT,65+,Home,8,0.68
2025-01-17,Hospital Vall d'Hebron,HVD,0-14,Dona,0,9.74
2025-01-17,Hospital Vall d'Hebron,HVD,0-14,Home,1,9.74
2025-01-17,Hospital Vall d'Hebron,HVD,15-44,Dona,4,9.74
2025-01-17,Hospital Vall d'Hebron,HVD,15-44,Home,4,9.74
2025-01-17,Hospital Vall d'Hebron,HVD,45-64,Dona,3,9.74
2025-01-17,Hospital Vall d'Hebron,HVD,45-64,Home,3,9.74
2025-01-17,Hospital Vall d'Hebron,HVD,65+,Dona,5,9.74
2025-01-17,Hospital Vall d'Hebron,HVD,65+,Home,6,9.74
2025-01-17,Hospital Clínic,HC,0-14,Dona,2,16.71
2025-01-17,Hospital Clínic,HC,0-14,Home,3,16.71
2025-01-17,Hospital Clínic,HC,15-44,Dona,3,16.71
2025-01-17,Hospital Clínic,HC,15-44,Home,4,16.71
2025-01-17,Hospital Clínic,HC,45-64,Dona,5,16.71
2025-01-17,Hospital Clínic,HC,45-64,Home,6,16.71
2025-01-17,Hospital Clínic,HC,65+,Dona,8,16.71
2025-01-17,Hospital Clínic,HC,65+,Home,16,16.71
2025-01-17,Hospital Sant Pau,HSP,0-14,Dona,0,20.0
2025-01-17,Hospital Sant Pau,HSP,0-14,Home,2,20.0
2025-01-17,Hospital Sant Pau,HSP,15-44,Dona,3,20.0
2025-01-17,Hospital Sant Pau,HSP,15-44,Home,2,20.0
2025-01-17,Hospital Sant Pau,HSP,45-64,Dona,2,20.0
2025-01-17,Hospital Sant Pau,HSP,45-64,Home,3,20.0
2025-01-17,Hospital Sant Pau,HSP,65+,Dona,9,20.0
2025-01-17,Hospital Sant Pau,HSP,65+,Home,6,20.0
2025-01-17,Hospital Bellvitge,HB,0-14,Dona,0,16.71
2025-01-17,Hospital Bellvitge,HB,0-14,Home,0,16.71
2025-01-17,Hospital Bellvitge,HB,15-44,Dona,4,16.71
2025-01-17,Hospital Bellvitge,HB,15-44,Home,8,16.71
2025-01-17,Hospital Bellvitge,HB,45-64,Dona,3,16.71
2025-01-17,Hospital Bellvitge,HB,45-64,Home,2,16.71
2025-01-17,Hospital Bellvitge,HB,65+,Dona,10,16.71
2025-01-17,Hospital Bellvitge,HB,65+,Home,6,16.71
2025-01-17,Hospital Can Ruti,HCR,0-14,Dona,4,9.74
2025-01-17,Hospital Can Ruti,HCR,0-14,Home,0,9.74
2025-01-17,Hospital Can Ruti,HCR,15-44,Dona,4,9.74
2025-01-17,Hospital Can Ruti,HCR,15-44,Home,5,9.74
2025-01-17,Hospital Can Ruti,HCR,45-64,Dona,2,9.74
2025-01-17,Hospital Can Ruti,HCR,45-64,Home,3,9.74
2025-01-17,Hospital Can Ruti,HCR,65+,Dona,4,9.74
2025-01-17,Hospital Can Ruti,HCR,65+,Home,6,9.74
2025-01-17,Hospital Arnau de Vilanova,HAV,0-14,Dona,2,3.96
2025-01-17,Hospital Arnau de Vilanova,HAV,0-14,Home,0,3.96
2025-01-17,Hospital Arnau de Vilanova,HAV,15-44,Dona,1,3.96
2025-01-17,Hospital Arnau de Vilanova,HAV,15-44,Home,3,3.96
2025-01-17,Hospital Arnau de Vilanova,HAV,45-64,Dona,4,3.96
2025-01-17,Hospital Arnau de Vilanova,HAV,45-64,Home,6,3.96
2025-01-17,Hospital Arnau de Vilanova,HAV,65+,Dona,2,3.96
2025-01-17,Hospital Arnau de Vilanova,HAV,65+,Home,3,3.96
2025-01-17,Hospital Josep Trueta,HJT,0-14,Dona,0,1.12
2025-01-17,Hospital Josep Trueta,HJT,0-14,Home,1,1.12
2025-01-17,Hospital Josep Trueta,HJT,15-44,Dona,1,1.12
2025-01-17,Hospital Josep Trueta,HJT,15-44,Home,2,1.12
2025-01-17,Hospital Josep Trueta,HJT,45-64,Dona,0,1.12
2025-01-17,Hospital Josep Trueta,HJT,45-64,Home,1,1.12
2025-01-17,Hospital Josep Trueta,HJT,65+,Dona,3,1.12
2025-01-17,Hospital Josep Trueta,HJT,65+,Home,7,1.12
2025-01-18,Hospital Vall d'Hebron,HVD,0-14,Dona,2,7.51
2025-01-18,Hospital Vall d'Hebron,HVD,0-14,Home,3,7.51
2025-01-18,Hospital Vall d'Hebron,HVD,15-44,Dona,1,7.51
2025-01-18,Hospital Vall d'Hebron,HVD,15-44,Home,1,7.51
2025-01-18,Hospital Vall d'Hebron,HVD,45-64,Dona,2,7.51
2025-01-18,Hospital Vall d'Hebron,HVD,45-64,Home,3,7.51
2025-01-18,Hospital Vall d'Hebron,HVD,65+,Dona,3,7.51
2025-01-18,Hospital Vall d'Hebron,HVD,65+,Home,5,7.51
2025-01-18,Hospital Clínic,HC,0-14,Dona,4,14.52
2025-01-18,Hospital Clínic,HC,0-14,Home,1,14.52
2025-01-18,Hospital Clínic,HC,15-44,Dona,2,14.52
2025-01-18,Hospital Clínic,HC,15-44,Home,1,14.52
2025-01-18,Hospital Clínic,HC,45-64,Dona,3,14.52
2025-01-18,Hospital Clínic,HC,45-64,Home,6,14.52
2025-01-18,Hospital Clínic,HC,65+,Dona,11,14.52
2025-01-18,Hospital Clínic,HC,65+,Home,10,14.52
2025-01-18,Hospital Sant Pau,HSP,0-14,Dona,5,19.6
2025-01-18,Hospital Sant Pau,HSP,0-14,Home,1,19.6
2025-01-18,Hospital Sant Pau,HSP,15-44,Dona,2,19.6
2025-01-18,Hospital Sant Pau,HSP,15-44,Home,3,19.6
2025-01-18,Hospital Sant Pau,HSP,45-64,Dona,4,19.6
2025-01-18,Hospital Sant Pau,HSP,45-64,Home,4,19.6
2025-01-18,Hospital Sant Pau,HSP,65+,Dona,11,19.6
2025-01-18,Hospital Sant Pau,HSP,65+,Home,6,19.6
2025-01-18,Hospital Bellvitge,HB,0-14,Dona,0,18.46
2025-01-18,Hospital Bellvitge,HB,0-14,Home,1,18.46
2025-01-18,Hospital Bellvitge,HB,15-44,Dona,5,18.46
2025-01-18,Hospital Bellvitge,HB,15-44,Home,2,18.46
2025-01-18,Hospital Bellvitge,HB,45-64,Dona,1,18.46
2025-01-18,Hospital Bellvitge,HB,45-64,Home,3,18.46
2025-01-18,Hospital Bellvitge,HB,65+,Dona,4,18.46
2025-01-18,Hospital Bellvitge,HB,65+,Home,2,18.46
2025-01-18,Hospital Can Ruti,HCR,0-14,Dona,1,12.13
2025-01-18,Hospital Can Ruti,HCR,0-14,Home,1,12.13
2025-01-18,Hospital Can Ruti,HCR,15-44,Dona,4,12.13
2025-01-18,Hospital Can Ruti,HCR,15-44,Home,5,12.13
2025-01-18,Hospital Can Ruti,HCR,45-64,Dona,0,12.13
2025-01-18,Hospital Can Ruti,HCR,45-64,Home,3,12.13
2025-01-18,Hospital Can Ruti,HCR,65+,Dona,2,12.13
2025-01-18,Hospital Can Ruti,HCR,65+,Home,5,12.13
2025-01-18,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,5.56
2025-01-18,Hospital Arnau de Vilanova,HAV,0-14,Home,0,5.56
2025-01-18,Hospital Arnau de Vilanova,HAV,15-44,Dona,2,5.56
2025-01-18,Hospital Arnau de Vilanova,HAV,15-44,Home,3,5.56
2025-01-18,Hospital Arnau de Vilanova,HAV,45-64,Dona,2,5.56
2025-01-18,Hospital Arnau de Vilanova,HAV,45-64,Home,3,5.56
2025-01-18,Hospital Arnau de Vilanova,HAV,65+,Dona,2,5.56
2025-01-18,Hospital Arnau de Vilanova,HAV,65+,Home,4,5.56
2025-01-18,Hospital Josep Trueta,HJT,0-14,Dona,0,1.78
2025-01-18,Hospital Josep Trueta,HJT,0-14,Home,0,1.78
2025-01-18,Hospital Josep Trueta,HJT,15-44,Dona,2,1.78
2025-01-18,Hospital Josep Trueta,HJT,15-44,Home,2,1.78
2025-01-18,Hospital Josep Trueta,HJT,45-64,Dona,2,1.78
2025-01-18,Hospital Josep Trueta,HJT,45-64,Home,3,1.78
2025-01-18,Hospital Josep Trueta,HJT,65+,Dona,6,1.78
2025-01-18,Hospital Josep Trueta,HJT,65+,Home,7,1.78
2025-01-19,Hospital Vall d'Hebron,HVD,0-14,Dona,3,5.56
2025-01-19,Hospital Vall d'Hebron,HVD,0-14,Home,2,5.56
2025-01-19,Hospital Vall d'Hebron,HVD,15-44,Dona,2,5.56
2025-01-19,Hospital Vall d'Hebron,HVD,15-44,Home,4,5.56
2025-01-19,Hospital Vall d'Hebron,HVD,45-64,Dona,3,5.56
2025-01-19,Hospital Vall d'Hebron,HVD,45-64,Home,3,5.56
2025-01-19,Hospital Vall d'Hebron,HVD,65+,Dona,6,5.56
2025-01-19,Hospital Vall d'Hebron,HVD,65+,Home,5,5.56
2025-01-19,Hospital Clínic,HC,0-14,Dona,2,12.13
2025-01-19,Hospital Clínic,HC,0-14,Home,3,12.13
2025-01-19,Hospital Clínic,HC,15-44,Dona,2,12.13
2025-01-19,Hospital Clínic,HC,15-44,Home,4,12.13
2025-01-19,Hospital Clínic,HC,45-64,Dona,6,12.13
2025-01-19,Hospital Clínic,HC,45-64,Home,6,12.13
2025-01-19,Hospital Clínic,HC,65+,Dona,2,12.13
2025-01-19,Hospital Clínic,HC,65+,Home,11,12.13
2025-01-19,Hospital Sant Pau,HSP,0-14,Dona,1,18.46
2025-01-19,Hospital Sant Pau,HSP,0-14,Home,1,18.46
2025-01-19,Hospital Sant Pau,HSP,15-44,Dona,2,18.46
2025-01-19,Hospital Sant Pau,HSP,15-44,Home,2,18.46
2025-01-19,Hospital Sant Pau,HSP,45-64,Dona,6,18.46
2025-01-19,Hospital Sant Pau,HSP,45-64,Home,4,18.46
2025-01-19,Hospital Sant Pau,HSP,65+,Dona,4,18.46
2025-01-19,Hospital Sant Pau,HSP,65+,Home,6,18.46
2025-01-19,Hospital Bellvitge,HB,0-14,Dona,2,19.6
2025-01-19,Hospital Bellvitge,HB,0-14,Home,2,19.6
2025-01-19,Hospital Bellvitge,HB,15-44,Dona,4,19.6
2025-01-19,Hospital Bellvitge,HB,15-44,Home,4,19.6
2025-01-19,Hospital Bellvitge,HB,45-64,Dona,1,19.6
2025-01-19,Hospital Bellvitge,HB,45-64,Home,3,19.6
2025-01-19,Hospital Bellvitge,HB,65+,Dona,4,19.6
2025-01-19,Hospital Bellvitge,HB,65+,Home,9,19.6
2025-01-19,Hospital Can Ruti,HCR,0-14,Dona,0,14.52
2025-01-19,Hospital Can Ruti,HCR,0-14,Home,0,14.52
2025-01-19,Hospital Can Ruti,HCR,15-44,Dona,4,14.52
2025-01-19,Hospital Can Ruti,HCR,15-44,Home,3,14.52
2025-01-19,Hospital Can Ruti,HCR,45-64,Dona,2,14.52
2025-01-19,Hospital Can Ruti,HCR,45-64,Home,3,14.52
2025-01-19,Hospital Can Ruti,HCR,65+,Dona,6,14.52
2025-01-19,Hospital Can Ruti,HCR,65+,Home,9,14.52
2025-01-19,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,7.51
2025-01-19,Hospital Arnau de Vilanova,HAV,0-14,Home,1,7.51
2025-01-19,Hospital Arnau de Vilanova,HAV,15-44,Dona,1,7.51
2025-01-19,Hospital Arnau de Vilanova,HAV,15-44,Home,0,7.51
2025-01-19,Hospital Arnau de Vilanova,HAV,45-64,Dona,1,7.51
2025-01-19,Hospital Arnau de Vilanova,HAV,45-64,Home,3,7.51
2025-01-19,Hospital Arnau de Vilanova,HAV,65+,Dona,6,7.51
2025-01-19,Hospital Arnau de Vilanova,HAV,65+,Home,4,7.51
2025-01-19,Hospital Josep Trueta,HJT,0-14,Dona,1,2.71
2025-01-19,Hospital Josep Trueta,HJT,0-14,Home,1,2.71
2025-01-19,Hospital Josep Trueta,HJT,15-44,Dona,2,2.71
2025-01-19,Hospital Josep Trueta,HJT,15-44,Home,4,2.71
2025-01-19,Hospital Josep Trueta,HJT,45-64,Dona,3,2.71
2025-01-19,Hospital Josep Trueta,HJT,45-64,Home,2,2.71
2025-01-19,Hospital Josep Trueta,HJT,65+,Dona,3,2.71
2025-01-19,Hospital Josep Trueta,HJT,65+,Home,2,2.71
2025-01-20,Hospital Vall d'Hebron,HVD,0-14,Dona,2,3.96
2025-01-20,Hospital Vall d'Hebron,HVD,0-14,Home,3,3.96
2025-01-20,Hospital Vall d'Hebron,HVD,15-44,Dona,3,3.96
2025-01-20,Hospital Vall d'Hebron,HVD,15-44,Home,6,3.96
2025-01-20,Hospital Vall d'Hebron,HVD,45-64,Dona,2,3.96
2025-01-20,Hospital Vall d'Hebron,HVD,45-64,Home,3,3.96
2025-01-20,Hospital Vall d'Hebron,HVD,65+,Dona,2,3.96
2025-01-20,Hospital Vall d'Hebron,HVD,65+,Home,9,3.96
2025-01-20,Hospital Clínic,HC,0-14,Dona,2,9.74
2025-01-20,Hospital Clínic,HC,0-14,Home,1,9.74
2025-01-20,Hospital Clínic,HC,15-44,Dona,3,9.74
2025-01-20,Hospital Clínic,HC,15-44,Home,3,9.74
2025-01-20,Hospital Clínic,HC,45-64,Dona,0,9.74
2025-01-20,Hospital Clínic,HC,45-64,Home,1,9.74
2025-01-20,Hospital Clínic,HC,65+,Dona,2,9.74
2025-01-20,Hospital Clínic,HC,65+,Home,3,9.74
2025-01-20,Hospital Sant Pau,HSP,0-14,Dona,2,16.71
2025-01-20,Hospital Sant Pau,HSP,0-14,Home,2,16.71
2025-01-20,Hospital Sant Pau,HSP,15-44,Dona,1,16.71
2025-01-20,Hospital Sant Pau,HSP,15-44,Home,1,16.71
2025-01-20,Hospital Sant Pau,HSP,45-64,Dona,2,16.71
2025-01-20,Hospital Sant Pau,HSP,45-64,Home,3,16.71
2025-01-20,Hospital Sant Pau,HSP,65+,Dona,5,16.71
2025-01-20,Hospital Sant Pau,HSP,65+,Home,3,16.71
2025-01-20,Hospital Bellvitge,HB,0-14,Dona,2,20.0
2025-01-20,Hospital Bellvitge,HB,0-14,Home,1,20.0
2025-01-20,Hospital Bellvitge,HB,15-44,Dona,2,20.0
2025-01-20,Hospital Bellvitge,HB,15-44,Home,3,20.0
2025-01-20,Hospital Bellvitge,HB,45-64,Dona,1,20.0
2025-01-20,Hospital Bellvitge,HB,45-64,Home,2,20.0
2025-01-20,Hospital Bellvitge,HB,65+,Dona,6,20.0
2025-01-20,Hospital Bellvitge,HB,65+,Home,10,20.0
2025-01-20,Hospital Can Ruti,HCR,0-14,Dona,4,16.71
2025-01-20,Hospital Can Ruti,HCR,0-14,Home,4,16.71
2025-01-20,Hospital Can Ruti,HCR,15-44,Dona,2,16.71
2025-01-20,Hospital Can Ruti,HCR,15-44,Home,2,16.71
2025-01-20,Hospital Can Ruti,HCR,45-64,Dona,6,16.71
2025-01-20,Hospital Can Ruti,HCR,45-64,Home,3,16.71
2025-01-20,Hospital Can Ruti,HCR,65+,Dona,3,16.71
2025-01-20,Hospital Can Ruti,HCR,65+,Home,5,16.71
2025-01-20,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,9.74
2025-01-20,Hospital Arnau de Vilanova,HAV,0-14,Home,2,9.74
2025-01-20,Hospital Arnau de Vilanova,HAV,15-44,Dona,2,9.74
2025-01-20,Hospital Arnau de Vilanova,HAV,15-44,Home,2,9.74
2025-01-20,Hospital Arnau de Vilanova,HAV,45-64,Dona,2,9.74
2025-01-20,Hospital Arnau de Vilanova,HAV,45-64,Home,4,9.74
2025-01-20,Hospital Arnau de Vilanova,HAV,65+,Dona,4,9.74
2025-01-20,Hospital Arnau de Vilanova,HAV,65+,Home,3,9.74
2025-01-20,Hospital Josep Trueta,HJT,0-14,Dona,1,3.96
2025-01-20,Hospital Josep Trueta,HJT,0-14,Home,0,3.96
2025-01-20,Hospital Josep Trueta,HJT,15-44,Dona,1,3.96
2025-01-20,Hospital Josep Trueta,HJT,15-44,Home,2,3.96
2025-01-20,Hospital Josep Trueta,HJT,45-64,Dona,2,3.96
2025-01-20,Hospital Josep Trueta,HJT,45-64,Home,1,3.96
2025-01-20,Hospital Josep Trueta,HJT,65+,Dona,5,3.96
2025-01-20,Hospital Josep Trueta,HJT,65+,Home,4,3.96
2025-01-21,Hospital Vall d'Hebron,HVD,0-14,Dona,0,2.71
2025-01-21,Hospital Vall d'Hebron,HVD,0-14,Home,2,2.71
2025-01-21,Hospital Vall d'Hebron,HVD,15-44,Dona,6,2.71
2025-01-21,Hospital Vall d'Hebron,HVD,15-44,Home,0,2.71
2025-01-21,Hospital Vall d'Hebron,HVD,45-64,Dona,2,2.71
2025-01-21,Hospital Vall d'Hebron,HVD,45-64,Home,1,2.71
2025-01-21,Hospital Vall d'Hebron,HVD,65+,Dona,2,2.71
2025-01-21,Hospital Vall d'Hebron,HVD,65+,Home,2,2.71
2025-01-21,Hospital Clínic,HC,0-14,Dona,1,7.51
2025-01-21,Hospital Clínic,HC,0-14,Home,1,7.51
2025-01-21,Hospital Clínic,HC,15-44,Dona,1,7.51
2025-01-21,Hospital Clínic,HC,15-44,Home,2,7.51
2025-01-21,Hospital Clínic,HC,45-64,Dona,3,7.51
2025-01-21,Hospital Clínic,HC,45-64,Home,0,7.51
2025-01-21,Hospital Clínic,HC,65+,Dona,5,7.51
2025-01-21,Hospital Clínic,HC,65+,Home,7,7.51
2025-01-21,Hospital Sant Pau,HSP,0-14,Dona,2,14.52
2025-01-21,Hospital Sant Pau,HSP,0-14,Home,2,14.52
2025-01-21,Hospital Sant Pau,HSP,15-44,Dona,5,14.52
2025-01-21,Hospital Sant Pau,HSP,15-44,Home,5,14.52
2025-01-21,Hospital Sant Pau,HSP,45-64,Dona,3,14.52
2025-01-21,Hospital Sant Pau,HSP,45-64,Home,3,14.52
2025-01-21,Hospital Sant Pau,HSP,65+,Dona,3,14.52
2025-01-21,Hospital Sant Pau,HSP,65+,Home,10,14.52
2025-01-21,Hospital Bellvitge,HB,0-14,Dona,0,19.6
2025-01-21,Hospital Bellvitge,HB,0-14,Home,1,19.6
2025-01-21,Hospital Bellvitge,HB,15-44,Dona,4,19.6
2025-01-21,Hospital Bellvitge,HB,15-44,Home,3,19.6
2025-01-21,Hospital Bellvitge,HB,45-64,Dona,3,19.6
2025-01-21,Hospital Bellvitge,HB,45-64,Home,5,19.6
2025-01-21,Hospital Bellvitge,HB,65+,Dona,6,19.6
2025-01-21,Hospital Bellvitge,HB,65+,Home,7,19.6
2025-01-21,Hospital Can Ruti,HCR,0-14,Dona,2,18.46
2025-01-21,Hospital Can Ruti,HCR,0-14,Home,3,18.46
2025-01-21,Hospital Can Ruti,HCR,15-44,Dona,3,18.46
2025-01-21,Hospital Can Ruti,HCR,15-44,Home,3,18.46
2025-01-21,Hospital Can Ruti,HCR,45-64,Dona,3,18.46
2025-01-21,Hospital Can Ruti,HCR,45-64,Home,1,18.46
2025-01-21,Hospital Can Ruti,HCR,65+,Dona,10,18.46
2025-01-21,Hospital Can Ruti,HCR,65+,Home,9,18.46
2025-01-21,Hospital Arnau de Vilanova,HAV,0-14,Dona,4,12.13
2025-01-21,Hospital Arnau de Vilanova,HAV,0-14,Home,2,12.13
2025-01-21,Hospital Arnau de Vilanova,HAV,15-44,Dona,4,12.13
2025-01-21,Hospital Arnau de Vilanova,HAV,15-44,Home,2,12.13
2025-01-21,Hospital Arnau de Vilanova,HAV,45-64,Dona,0,12.13
2025-01-21,Hospital Arnau de Vilanova,HAV,45-64,Home,0,12.13
